Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3120321326,RED ROOSTER,Blacktown City Council,11/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,3/04/2023,2023,4,WESTERN MOTORWAY  EASTERN CREEK 2766,2766,880,Blacktown
3120321463,BUCKS DINER,Blacktown City Council,18/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,10/04/2023,2023,4,20 ROOTY HILL ROAD SOUTH  ROOTY HILL 2766,2766,440,Blacktown
7682202826,GRAMEEN CHOTPOTI AND KEBAB,Canterbury Bankstown Council,19/04/2023,Fail to have a sewage and waste water disposal system installed in accordance with the Food Standards Code,11339,Fail to comply with Food Standards Code - Corporation,11/04/2023,2023,4,"UNIT 1, 52 RAILWAY PARADE  LAKEMBA 2195",2195,880,Canterbury-Bankstown
3120322637,FIESTA AVENUE,Blacktown City Council,25/04/2023,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,17/04/2023,2023,4,12 MAIN STREET  BLACKTOWN 2148,2148,880,Blacktown
3120322691,DAILY HOT BREAD,Blacktown City Council,25/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,17/04/2023,2023,4,67 MAIN STREET  BLACKTOWN 2148,2148,440,Blacktown
3120322710,DAILY HOT BREAD,Blacktown City Council,25/04/2023,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,17/04/2023,2023,4,67 MAIN STREET  BLACKTOWN 2148,2148,440,Blacktown
3182961825,CAMS KEBABS,Liverpool City Council,1/05/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,23/04/2023,2023,4,72 HOXTON PARK ROAD  LIVERPOOL 2170,2170,880,Liverpool
3182961834,CAMS KEBABS,Liverpool City Council,1/05/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,23/04/2023,2023,4,72 HOXTON PARK ROAD  LIVERPOOL 2170,2170,880,Liverpool
3182961843,CAMS KEBABS,Liverpool City Council,1/05/2023,Fail to ensure that at least one food safety supervisor has been appointed for the premises,23085,Not appoint food safety supervisor for premises - Corporation,23/04/2023,2023,4,72 HOXTON PARK ROAD  LIVERPOOL 2170,2170,660,Liverpool
3120322884,CHOICE INDIAN FOOD,Blacktown City Council,3/05/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,25/04/2023,2023,4,6 DOUGLAS ROAD  QUAKERS HILL 2763,2763,880,Blacktown
3120322893,CHOICE INDIAN FOOD,Blacktown City Council,3/05/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,25/04/2023,2023,4,6 DOUGLAS ROAD  QUAKERS HILL 2763,2763,880,Blacktown
7682202954,A AND A FRUIT AND VEGETABLE MARKET,Canterbury Bankstown Council,11/05/2023,Fail to take all practicable measures to ensure the food business only accepts food that is protected from the likelihood of contamination - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,3/05/2023,2023,5,55 BANKSTOWN CITY PLAZA  BANKSTOWN 2200,2200,440,Canterbury-Bankstown
7682202963,VIET PHAT,Canterbury Bankstown Council,11/05/2023,Fail to take all practicable measures to ensure the food business only accepts food that is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,3/05/2023,2023,5,45 BANKSTOWN CITY PLAZA  BANKSTOWN 2200,2200,880,Canterbury-Bankstown
3245926348,TIMMY SOUTH HURSTVILLE HOT BREAD,Georges River Council,19/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11338,Fail to comply with Food Standards Code - Individual,12/05/2022,2022,5,"SHOP 6, 18 GREENACRE ROAD  HURSTVILLE SOUTH 2221",2221,440,Georges River
7680978131,NGAN CAFE,Canterbury Bankstown Council,2/06/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,26/05/2022,2022,5,"SHOP 1, 300 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
7680978150,NGAN CAFE,Canterbury Bankstown Council,2/06/2022,Sale of food labelled in contravention to Food Standards Code - previous warnings given,11342,Sell food packaged/labelled contravening Food Standards Code - Individual,26/05/2022,2022,5,"SHOP 1, 300 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
3240101179,PENDLE HILL FRUIT AND VEGETABLES,Cumberland City Council,9/06/2022,Fail to take all practicable measures to prevent pests entering the food premises,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,142 PENDLE WAY  PENDLE HILL 2145,2145,880,Cumberland
3240101188,PENDLE HILL FRUIT AND VEGETABLES,Cumberland City Council,9/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,142 PENDLE WAY  PENDLE HILL 2145,2145,880,Cumberland
3240101197,PENDLE HILL FRUIT AND VEGETABLES,Cumberland City Council,9/06/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,2/06/2022,2022,6,142 PENDLE WAY  PENDLE HILL 2145,2145,880,Cumberland
3145246336,PARRAMATTA LOK LOK DUMPLING BAR,City of Parramatta Council,27/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,20/06/2022,2022,6,142 CHURCH STREET  PARRAMATTA 2150,2150,880,City of Parramatta
3145246354,SOUL ORIGIN,City of Parramatta Council,25/07/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,18/07/2022,2022,7,S1142A/142 CHURCH STREET  PARRAMATTA 2150,2150,880,City of Parramatta
3240101399,DINGGU POCHA,Cumberland City Council,3/08/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3240101408,DINGGU POCHA,Cumberland City Council,3/08/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3240101417,DINGGU POCHA,Cumberland City Council,3/08/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3240101426,DINGGU POCHA,Cumberland City Council,3/08/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3240101435,DINGGU POCHA,Cumberland City Council,3/08/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3240101444,DINGGU POCHA,Cumberland City Council,3/08/2022,Fail to ensure hand washing facilities are located where they can be easily accessed by food handlers,11339,Fail to comply with Food Standards Code - Corporation,27/07/2022,2022,7,22-26 JOSEPH STREET  LIDCOMBE 2141,2141,880,Cumberland
3120844789,LUSH FOOD CAFE,Strathfield Municipal Council,28/09/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,21/09/2022,2022,9,"SHOP 35-36, 11-23 THE BOULEVARDE  STRATHFIELD 2135",2135,880,Strathfield
7681742247,EAST HILLS TAKEAWAY AND BAKERY,Canterbury Bankstown Council,28/09/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,21/09/2022,2022,9,34 MACLAURIN AVENUE  EAST HILLS 2213,2213,440,Canterbury-Bankstown
7681742256,EAST HILLS TAKEAWAY AND BAKERY,Canterbury Bankstown Council,28/09/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,21/09/2022,2022,9,34 MACLAURIN AVENUE  EAST HILLS 2213,2213,440,Canterbury-Bankstown
3148723032,BENGONG MAISON BAKERY,Campbelltown City Council,6/10/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,29/09/2022,2022,9,200 GILCHRIST DRIVE  CAMPBELLTOWN 2560,2560,880,Campbelltown
3240101628,KABUL HOUSE,Cumberland City Council,14/10/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,7/10/2022,2022,10,186A MERRYLANDS ROAD  MERRYLANDS 2160,2160,880,Cumberland
3240101637,KABUL HOUSE,Cumberland City Council,14/10/2022,Fail to store potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,7/10/2022,2022,10,186A MERRYLANDS ROAD  MERRYLANDS 2160,2160,880,Cumberland
3240101646,KABUL HOUSE,Cumberland City Council,14/10/2022,Fail to cool cooked potentially hazardous food in accordance with the Food Standards Code - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,7/10/2022,2022,10,186A MERRYLANDS ROAD  MERRYLANDS 2160,2160,880,Cumberland
3249530781,MR STONEBOWL,Burwood Council,19/10/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP 1, 122 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
3249530855,THE AUGUST BANH MI PLUS BURWOOD,Burwood Council,19/10/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP FC 9A, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
3249530864,THE AUGUST BANH MI PLUS BURWOOD,Burwood Council,19/10/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP 9A, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
3249530873,THE AUGUST BANH MI PLUS BURWOOD,Burwood Council,19/10/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP FC 9A, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
3050060640,PRETZEL WORLD,Penrith City Council,21/11/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/11/2022,2022,11,569 HIGH STREET  PENRITH 2750,2750,880,Penrith
3050060650,PRETZEL WORLD,Penrith City Council,21/11/2022,Fail to store potentially hazardous food under temperature control - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,14/11/2022,2022,11,569 HIGH STREET  PENRITH 2750,2750,880,Penrith
3120319099,LILY'S CHICKEN,Blacktown City Council,28/11/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,21/11/2022,2022,11,2 SENTRY DRIVE  STANHOPE GARDENS 2768,2768,880,Blacktown
7681918420,SUBWAY,Canterbury Bankstown Council,11/12/2022,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,4/12/2022,2022,12,"SHOP 13, 19-29 MARCO AVENUE  REVESBY 2212",2212,880,Canterbury-Bankstown
7682030070,THE NAWABZ RESTAURANT,Canterbury Bankstown Council,9/01/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/01/2023,2023,1,9 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7682030080,THE NAWABZ RESTAURANT,Canterbury Bankstown Council,9/01/2023,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,2/01/2023,2023,1,9 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3182961156,HERO SUSHI,Liverpool City Council,18/01/2023,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"K1002, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961165,HERO SUSHI,Liverpool City Council,18/01/2023,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"K1002, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961174,L'OVEN CRAFT BAKERY,Liverpool City Council,18/01/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"SHOP 1045, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961183,L'OVEN CRAFT BAKERY,Liverpool City Council,18/01/2023,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"SHOP 1045, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961210,CAFE LELUNAR,Liverpool City Council,18/01/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"K1400, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961220,CAFE LELUNAR,Liverpool City Council,18/01/2023,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,11/01/2023,2023,1,"K1400, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182961320,THE PAPER MILL,Liverpool City Council,14/02/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3182961330,THE PAPER MILL,Liverpool City Council,14/02/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3182961349,THE PAPER MILL,Liverpool City Council,14/02/2023,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
3182961358,THE PAPER MILL,Liverpool City Council,14/02/2023,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,20 SHEPHERD STREET  LIVERPOOL 2170,2170,880,Liverpool
7682118209,CAFE NGAN,Canterbury Bankstown Council,20/02/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,13/02/2023,2023,2,"SHOP 1, 300 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
3050060779,CHOTIWALA,Penrith City Council,28/02/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,21/02/2023,2023,2,"SHOP 06B, 569 HIGH STREET  PENRITH 2750",2750,880,Penrith
3206053831,DUMPLING BAR,Camden Council,6/03/2023,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,27/02/2023,2023,2,"SHOP 90, 326 CAMDEN VALLEY WAY  NARELLAN 2567",2567,880,Camden
3206053840,DUMPLING BAR,Camden Council,6/03/2023,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,27/02/2023,2023,2,"SHOP 90, 326 CAMDEN VALLEY WAY  NARELLAN 2567",2567,880,Camden
3206053850,DUMPLING BAR,Camden Council,6/03/2023,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,27/02/2023,2023,2,"SHOP 90, 326 CAMDEN VALLEY WAY  NARELLAN 2567",2567,880,Camden
3148514748,CHATSWORTH ISLAND GENERAL STORE,Clarence Valley Council,17/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,10/04/2023,2023,4,9 CHASTWORTH ROAD  CHATSWORTH 2469,2469,440,Clarence Valley
3182961807,3 MONKEYS CAFE,Liverpool City Council,19/04/2023,Fail to maintain at or near each hand washing facility a supply of - warm running water,11338,Fail to comply with Food Standards Code - Individual,12/04/2023,2023,4,2 CUNNINGHAM STREET  MOOREBANK 2170,2170,440,Liverpool
3182961816,3 MONKEYS CAFE,Liverpool City Council,19/04/2023,Fail to store potentially hazardous food under temperature control,11338,Fail to comply with Food Standards Code - Individual,12/04/2023,2023,4,2 CUNNINGHAM STREET  MOOREBANK 2170,2170,440,Liverpool
7250597961,FACAICHIFAN,The Council of the City of Sydney,21/05/2023,Fail to ensure that at least one food safety supervisor has been appointed for the premises,23085,Not appoint food safety supervisor for premises - Corporation,14/05/2023,2023,5,"SHOP 95, 732 HARRIS STREET  ULTIMO 2007",2007,660,City of Sydney
3245836615,THE BLUE BUDDHA THAI,Bayside Council,19/06/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,12/06/2023,2023,6,"SHOP 8, 524-544 ROCKY POINT ROAD  SANS SOUCI 2219",2219,880,Bayside
3245836624,THE BLUE BUDDHA THAI,Bayside Council,19/06/2023,"Fail to, when processing food, use a process step that is reasonably known to achieve the microbiological safety of the food",11339,Fail to comply with Food Standards Code - Corporation,12/06/2023,2023,6,"SHOP 8, 524-544 ROCKY POINT ROAD  SANS SOUCI 2219",2219,880,Bayside
7681409607,NEW HUNAN NOODLE BAR,Burwood Council,28/04/2022,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,11339,Fail to comply with Food Standards Code - Corporation,22/04/2022,2022,4,"SHOP 1, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
7681409616,NEW HUNAN NOODLE BAR,Burwood Council,28/04/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,22/04/2022,2022,4,"SHOP 1, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
7681409625,NEW HUNAN NOODLE BAR,Burwood Council,28/04/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,22/04/2022,2022,4,"SHOP 1, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
7681409708,TAN DONG,Burwood Council,11/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,5/05/2022,2022,5,149 GEORGES RIVER ROAD  CROYDON PARK 2133,2133,440,Burwood
7681409726,TAN DONG,Burwood Council,11/05/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,5/05/2022,2022,5,149 GEORGES RIVER ROAD  CROYDON PARK 2133,2133,440,Burwood
7681409735,TAN DONG,Burwood Council,11/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,5/05/2022,2022,5,149 GEORGES RIVER ROAD  CROYDON PARK 2133,2133,440,Burwood
7681409744,YANGS DUMPLING,Burwood Council,11/05/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,5/05/2022,2022,5,"SHOP 9, 11-15 DEANE STREET  BURWOOD 2134",2134,880,Burwood
7681409753,YANGS DUMPLING,Burwood Council,11/05/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,5/05/2022,2022,5,"SHOP 9, 11-15 DEANE STREET  BURWOOD 2134",2134,880,Burwood
7681409762,YANGS DUMPLING,Burwood Council,11/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,5/05/2022,2022,5,"SHOP 9, 11-15 DEANE STREET  BURWOOD 2134",2134,880,Burwood
7681409771,YANGS DUMPLING,Burwood Council,11/05/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,5/05/2022,2022,5,"SHOP 9, 11-15 DEANE STREET  BURWOOD 2134",2134,880,Burwood
7681409780,YANGS DUMPLING,Burwood Council,11/05/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,5/05/2022,2022,5,"SHOP 9, 11-15 DEANE STREET  BURWOOD 2134",2134,880,Burwood
3150629085,TONYON SUPERMARKET,Hornsby Shire Council,17/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,11/05/2022,2022,5,169 PEATS FERRY ROAD  HORNSBY 2077,2077,880,Hornsby
3150629094,TONYON SUPERMARKET,Hornsby Shire Council,17/05/2022,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,11/05/2022,2022,5,169 PEATS FERRY ROAD  HORNSBY 2077,2077,880,Hornsby
3182960478,PHILLIEZ,Liverpool City Council,18/05/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,12/05/2022,2022,5,"SHOP 7, 2072 CAMDEN VALLEY WAY  EDMONDSON PARK 2174",2174,440,Liverpool
3182960487,PHILLIEZ,Liverpool City Council,18/05/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,12/05/2022,2022,5,"SHOP 7, 2072 CAMDEN VALLEY WAY  EDMONDSON PARK 2174",2174,440,Liverpool
7681409946,YATAI OZEKI,Burwood Council,18/05/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681409955,YATAI OZEKI,Burwood Council,18/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681409964,YATAI OZEKI,Burwood Council,18/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681409973,YATAI OZEKI,Burwood Council,18/05/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681409982,YATAI OZEKI,Burwood Council,18/05/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681409991,YATAI OZEKI,Burwood Council,18/05/2022,Fail to ensure that at least one food safety supervisor has been appointed for the premises,23086,Not continue to have food safety supervisor for premises - Corporation,12/05/2022,2022,5,"SHOP K40, 100 BURWOOD ROAD  BURWOOD 2134",2134,660,Burwood
7681410000,FARMERS FRESH BURWOOD,Burwood Council,19/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,13/05/2022,2022,5,"SHOP 145-146, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681410010,FARMERS FRESH BURWOOD,Burwood Council,19/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,13/05/2022,2022,5,"SHOP 145-146, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681410029,FARMERS FRESH BURWOOD,Burwood Council,19/05/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,13/05/2022,2022,5,"SHOP 145-146, 100 BURWOOD ROAD  BURWOOD 2134",2134,880,Burwood
7681410294,LAB BAKERY,Burwood Council,14/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,4 THE BOULEVARDE  STRATHFIELD 2135,2135,880,Burwood
7681410303,LAB BAKERY,Burwood Council,14/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,4 THE BOULEVARDE  STRATHFIELD 2135,2135,880,Burwood
7681410312,LAB BAKERY,Burwood Council,14/06/2022,Fail to ensure floors are designed and constructed in a way that is appropriate for the activities conducted on the food premises,11339,Fail to comply with Food Standards Code - Corporation,8/06/2022,2022,6,4 THE BOULEVARDE  STRATHFIELD 2135,2135,880,Burwood
3245979000,HAPPY FAMILY KITCHEN,Georges River Council,30/06/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,24/06/2022,2022,6,293 BELMORE ROAD  RIVERWOOD 2210,2210,880,Georges River
3245979010,HAPPY FAMILY KITCHEN,Georges River Council,30/06/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,24/06/2022,2022,6,293 BELMORE ROAD  RIVERWOOD 2210,2210,880,Georges River
3245979029,HAPPY FAMILY KITCHEN,Georges River Council,30/06/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",11339,Fail to comply with Food Standards Code - Corporation,24/06/2022,2022,6,293 BELMORE ROAD  RIVERWOOD 2210,2210,880,Georges River
3245979038,HAPPY FAMILY KITCHEN,Georges River Council,30/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,24/06/2022,2022,6,293 BELMORE ROAD  RIVERWOOD 2210,2210,880,Georges River
3245979047,HAPPY FAMILY KITCHEN,Georges River Council,30/06/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,24/06/2022,2022,6,293 BELMORE ROAD  RIVERWOOD 2210,2210,880,Georges River
3241388527,LITTLE JOE'S WOODFIRE PIZZA,Eurobodalla Shire Council,3/08/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,28/07/2022,2022,7,133 WAGONGA STREET  NAROOMA 2546,2546,440,Eurobodalla
3249457200,GIMME ONE,Burwood Council,13/09/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
